Pattern String,Pattern Category,predicted_predicate
(Only 1 left!),Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
ONLY 3 LEFT IN STOCK!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 8 item(s) left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 8 item(s) left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 7 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Stock Low : 6 items left.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 5 Left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"In Stock, Only 1 Left!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
In stock | 44 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 9 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
3 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 9 units left in stock online.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 9 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Hurry! Almost Sold Out...,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left in Stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
limited availability at this price!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
only 7 pieces left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 left in this size!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"Hurry, Only a few left!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry! Only 1 Pair left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry! Limited Quantity Available.,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry! Limited Quantity Available.,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Less than 6 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Low Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 2 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Hurry! Only Limited Items Left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Last chance! Only 1 left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Last chance! Only 1 left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
"Only 5 left , In Stock",Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
LAST 1 LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
167 piece(s) left for this promo,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Limited Quantity,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 8 item(s) left.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 9 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 4 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 1 LEFT IN STOCK,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 9 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only a few left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 4 LEFT!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
In Stock (8) Left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
8 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"LOW IN STOCK, only 2 left",Scarcity,"simulate_high_demand(ui_element, sales_counter)"
1 left in stock. Hurry!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
20 units left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
only 2 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 3 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 1 LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 1 REMAINING,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
(5 Left),Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 2 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
ONLY 1 LEFT!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 8 Left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
8 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Availability: Low Stock 4 Remaining,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Low Stock! Only 3 left.,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Hurry! Only 6 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Low Stock Alert: Only 8 left in inventory,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
LOW STOCK: Only 1 left.,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only A Few Left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY A FEW LEFT IN STOCK,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 2 Left In Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 4 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY A FEW LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 7 left in stock.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 items left in stock.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 5 Left in Stock. Buy Soon!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 2 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 1 LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 3 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 5 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 12.5M LEFT IN STOCK!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 2 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 items left in stock.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
2 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
1 item left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"Only 1 left , In Stock",Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 Left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only a few more left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 6 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Hurry! Only 2 left in stock!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Limited quantity available,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Fewer than 5 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Fewer than 5 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
2 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Limited Availability,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
We only have 8.0000 left in Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left in stock! Order soon!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 3 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 4 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 2 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
3 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left in stock!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 7 left in stock!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
QUICK! ONLY 1 LEFT IN STOCK,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 2 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Going Fast: Limited Quantities Left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
In Stock - Limited Quantity,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 25 Deals left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
ONLY 1 LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
1 in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Currently less than 10 available,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 piece left.,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry! Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry! Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Almost Sold Out! Only 2 Left.,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 4 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"ONLY 5 LEFT, ORDER SOON!",Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 9 Left.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Hurry! Only 1 Left In Stock,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 867 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
10 Left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Hurry! 1 items left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
LOW STOCK (ONLY 10 LEFT!),Scarcity,"simulate_high_demand(ui_element, sales_counter)"
ONLY 1 LEFT IN STOCK!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
10 Left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 1 ITEM LEFT!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 13 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
only 5 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
2 in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 11 Left In Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 11 Left In Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 pieces in stock!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 1 LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Less than 10 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Less than 7 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
3 LEFT,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 2 copies left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 4 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 20 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
1 item left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 5 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
5 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
5 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"1 left, order now!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 4 LEFT!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"Hurry, limited quantities left!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 1 ITEM LEFT,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
"Hurry, only 302 left.",Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Low in stock: only 2 left.,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Low in stock: only 2 left.,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 2 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
2 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 5 LEFT!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 4 LEFT!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Limited Quantity Available,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 2 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 2 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 Left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Hurry! Only 6 left in stock!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 2 left in stock. Make it yours.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 5 LEFT!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"Hurry, only 3 left!",Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Currently 8 left in stock.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left in stock.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 left in stock!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Hurry! Only 2 Left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only a few left of this product!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 16 Left in Stock!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
HURRY! ONLY 2 LEFT!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 2 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 8 left in stock. Almost Gone!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
"Hurry, only 1 left in stock!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 3 Left In Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only one left in stock - order soon!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 5 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
This size has only 1 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 2 Left in Stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
"HURRY, LOW IN STOCK!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
HURRY ONLY 1 ITEM LEFT!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1.75 yards left in stock!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Availability: Only 4 Left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 1 LEFT IN STOCK!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 Left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 3 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Low in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 5 pcs left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
2 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 4 Left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"ONLY 5 LEFT, HURRY!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
QUANTITY: *ONLY 1 LEFT,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 4 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 available,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"Only 3 left , In Stock",Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
(Only 1 Left),Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
1 item left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
1 Left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left in stock!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
4 SEATS LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
10 SEATS LEFT,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Hurry! Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 5 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Hurry! Only 2 left in stock,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 1 LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 9 LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 3 Left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
90% offers claimed. Hurry up!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 26 Left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 Left! Get it before it`s gone!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
ONLY 5 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 20 LEFT IN STOCK,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
94% offers claimed. Hurry up!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only a few left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
"Hurry, only 2 left in stock",Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 left in stock!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
ONLY 1 LEFT!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Clearance! Only 4 left in stock.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 5 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 3 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"Available, only 2 left",Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
In Stock. Only 1 Left!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Hurry! Only 6 left in stock!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
In Stock Only 5 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Limited-time Deal,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 unit(s) available!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
"Hurry, only 5 left",Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
LIMITED QUANTITY,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Last 1 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Low Stock Only 2 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
7 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 1 LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
HURRY! ONLY 1 IN STOCK!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Availability: 5 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 8 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Hurry! Less than 10 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
1 Left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 10 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
3 Left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Almost gone! Only 3 left In Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Almost gone! Only 3 left In Stock,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
In Stock only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Sellout risk:,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 5 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 22 left in stock!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only: 9 in stock now,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 1 WATCH LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 item(s) left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left in Stock!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 65 Items Left.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 5 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 5 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 left In Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 Left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
3 Left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Limited stock Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only a few left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 4 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 2 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 Left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
There are only 1 item left in stock.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
(ONLY 1 LEFT IN THIS SIZE!),Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
70% offers claimed. Hurry up!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 2 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
(only 5 left),Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 item left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
"Order soon, only 1 left!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
1 in Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 Left in Stock. Buy Soon!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry Low Stock,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry! Only 1 left in size M!!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
"Hurry, only 6 left in stock!",Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
BOTTLES LEFT 3,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
We only have few stocks left for this product. Please don't miss the chance.,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Limited stock available,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 2 LEFT IN STOCK!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
ALMOST GONE - only 2 remaining!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
5 in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
We only have 5 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Availability: In Stock Hurry! Only 8 Left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 9 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
67% offers claimed. Hurry up!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 Left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 Left!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
